,lon,lat,date,type,x_m,y_m
157532,-81.32184,-4.5783733333,2020-09-21,ais,8665.408664831484,7921.96447436139
157557,-81.3164783333,-4.56693,2020-12-19,ais,9259.5889901513,9187.160988001153
157563,-81.3116266667,-4.5700266667,2020-12-29,ais,9797.91167539137,8845.094317970797
157570,-81.31944,-4.5755883333,2020-08-15,ais,8931.489266096614,8229.934014637023
157571,-81.3147733333,-4.5832,2020-09-28,ais,9449.505419791443,7388.778219023719
157572,-81.3163733333,-4.5648533333,2020-04-13,ais,9271.1352851853,9416.718261167407
157576,-81.31442,-4.562785,2020-08-19,ais,9487.71091870917,9645.44412093237
157609,-81.31344,-4.5732,2020-01-15,ais,9596.920297299162,8494.230626277626
157615,-81.3210833333,-4.5745,2020-08-24,ais,8749.149713229272,8350.155824329704
157654,-81.3232833333,-4.5783333333,2020-09-27,ais,8505.306361500232,7926.314081950113
157659,-81.3248,-4.6465066667,2020-01-19,ais,8340.506885252835,390.42679584026337
157669,-81.3233866667,-4.6462133333,2020-02-24,ais,8497.249734983023,422.9234301429242
157686,-81.3152,-4.58296,2020-10-13,ais,9402.166530249116,7415.28673925437
157687,-81.3136,-4.5675733333,2020-01-22,ais,9578.90107971523,9116.187527386472
157721,-81.3106716667,-4.56987,2020-12-30,ais,9903.837730074476,8862.457889836282
157724,-81.3221333333,-4.5708266667,2020-04-26,ais,8632.496888531547,8756.149674357846
157726,-81.313505,-4.5689966667,2020-09-05,ais,9589.507576387492,8958.85865059495
157760,-81.3137066667,-4.5749066667,2020-01-12,ais,9567.422745091608,8305.564911561087
157774,-81.3106933333,-4.57088,2020-05-29,ais,9901.482599575655,8750.81275532581
157775,-81.3177866667,-4.56424,2020-08-26,ais,9114.329901393212,9484.44631562382
157780,-81.32032,-4.5616,2020-04-20,ais,8833.187221439846,9776.144190244377
157814,-81.31424,-4.5673066667,2020-01-17,ais,9507.895837522054,9145.633541315794
157818,-81.3252266667,-4.5796266667,2020-02-22,ais,8289.808773159748,7783.253064543009
157842,-81.3112916667,-4.57778,2020-07-31,ais,9835.442933882587,7988.066826730967
157855,-81.3148533333,-4.5830733333,2020-09-23,ais,9440.625417283445,7402.7759069073945
157874,-81.326,-4.6485066667,2020-04-21,ais,8207.512647795666,169.28734025731683
157883,-81.3121066667,-4.5676533333,2020-12-18,ais,9744.553754309483,9107.416460216045
157901,-81.3101866667,-4.56568,2020-03-08,ais,9957.436755643808,9325.63824939169
157936,-81.3224266667,-4.57832,2020-09-15,ais,8600.330598694272,7927.830671178177
157939,-81.3709066667,-4.61032,2020-10-16,ais,3224.5552969504497,4387.9704472813755
157940,-81.31752,-4.56752,2020-02-21,ais,9144.070155294146,9121.892210075632
157946,-81.31208,-4.5640533333,2020-02-19,ais,9747.339226802404,9505.357098154724
157949,-81.3250933333,-4.64512,2020-03-21,ais,8307.901830151444,543.6927313040942
157962,-81.3105333333,-4.5674666667,2020-12-16,ais,9919.067698546452,9128.12586145103
157964,-81.31,-4.56384,2020-02-04,ais,9978.055332229647,9529.038349818438
157965,-81.3142666667,-4.5768,2020-03-02,ais,9505.39663595648,8096.2510378379375
157973,-81.3115733333,-4.56576,2020-02-10,ais,9803.623434421956,9316.728717243299
157979,-81.31168,-4.5695466667,2020-06-14,ais,9791.972673433775,8898.15033839643
157984,-81.3254133333,-4.6472266667,2020-04-18,ais,8272.516585864418,310.8073729407042
158004,-81.39728,-4.6245333333,2020-04-12,ais,300.1074511531624,2815.254008639604
158036,-81.3108533333,-4.5673866667,2020-12-13,ais,9883.567699492269,9136.953629501164
158042,-81.31512,-4.5829866667,2020-09-20,ais,9411.04168326332,7412.342934582382
158043,-81.3169866667,-4.56512,2020-04-14,ais,9203.113630520587,9387.211327206343
158055,-81.3234133333,-4.64464,2020-02-27,ais,8494.212542631314,596.836887344718
158056,-81.3253066667,-4.64728,2020-04-15,ais,8284.350048106455,304.9174010194838
158081,-81.3259466667,-4.58064,2020-11-03,ais,8209.994488907745,7671.204077750444
158084,-81.3134266667,-4.56347,2020-11-02,ais,9597.930670439731,9569.77312762849
158124,-81.3112533333,-4.6003466667,2020-07-10,ais,9840.779240465432,5493.577036598697
158169,-81.3210133333,-4.6106933333,2020-11-21,ais,8758.709247453779,4349.388530798256
158170,-81.3150666667,-4.5829866667,2020-10-08,ais,9416.95758438413,7412.345534170046
158202,-81.315575,-4.5714083333,2020-01-10,ais,9360.009070326982,8692.175601223484
158206,-81.3148533333,-4.58304,2020-10-06,ais,9440.623799380322,7406.460529610515
158221,-81.3251466667,-4.6473866667,2020-05-01,ais,8302.101604416617,293.13472143933177
158237,-81.3124,-4.5636266667,2020-11-03,ais,9711.822413586255,9552.504879388958
158243,-81.3161983333,-4.582905,2020-10-07,ais,9291.42549921904,7421.317619180307
158257,-81.3261333333,-4.6482133333,2020-03-05,ais,8192.709272698266,201.70533402822912
158258,-81.33017,-4.6470816667,2020-04-25,ais,7744.9311228189035,326.5910038370639
158264,-81.3261866667,-4.6471466667,2020-04-09,ais,8186.7395028395695,319.61098535731435
158291,-81.3201866667,-4.5682133333,2020-04-22,ais,8848.302565456775,9045.120887452736
158306,-81.3262666667,-4.6472533333,2020-04-06,ais,8177.8718727511,307.8160608354956
158325,-81.3596,-4.5937866667,2020-08-20,ais,4477.765489441459,6216.197076737881
158326,-81.3220533333,-4.57448,2020-08-29,ais,8641.551868170674,8352.318438077345
158328,-81.32184,-4.5784,2020-09-17,ais,8665.40998653433,7919.01676796563
158334,-81.3203466667,-4.5783466667,2020-10-08,ais,8831.053837783576,7924.986269889399
158341,-81.3252116667,-4.6446216667,2020-03-27,ais,8294.751717553881,598.7720107920468
158351,-81.3136,-4.5664533333,2020-04-27,ais,9578.847123684129,9239.990904018283
158354,-81.3135733333,-4.57632,2020-02-08,ais,9582.280887955625,8149.343265522271
158355,-81.3149333333,-4.57592,2020-02-17,ais,9431.404539934534,8193.492756485939
158361,-81.3563733333,-4.57864,2020-12-24,ais,4834.841218123736,7890.677624892443
158374,-81.3251733333,-4.64736,2020-05-04,ais,8299.142567649484,296.0810744892806
158395,-81.3150933333,-4.5830133333,2020-09-21,ais,9414.000934665382,7409.396540630609
158396,-81.3246666667,-4.5831666667,2020-03-05,ais,8352.103236083523,7391.973517477512
158400,-81.3150666667,-4.5673866667,2020-04-20,ais,9416.201190399937,9136.750340782106
158401,-81.3172533333,-4.5641866667,2020-08-21,ais,9173.487911272154,9490.367802303284
158403,-81.3101866667,-4.56752,2020-06-30,ais,9957.524424916599,9122.247055677697
158409,-81.3279483333,-4.6493933333,2020-04-24,ais,7991.462293622724,71.17603596486151
158427,-81.3143466667,-4.5767733333,2020-03-05,ais,9496.521412663627,8099.194857530296
158437,-81.31544,-4.5829333333,2020-10-05,ais,9375.543660292577,7418.222737697884
158443,-81.31472,-4.56744,2020-04-23,ais,9454.657985728409,9130.871774507686
158444,-81.3118933333,-4.56952,2020-06-19,ais,9768.30734552641,8901.087781941518
158453,-81.3284,-4.6493866667,2020-04-23,ais,7941.366222181474,71.88969757966697
158489,-81.3297866667,-4.6425066667,2020-04-26,ais,7787.212215766893,832.3274254798889
158500,-81.3174133333,-4.5684,2020-11-02,ais,9155.945143661345,9024.62331126444
158508,-81.316,-4.5828533333,2020-10-02,ais,9313.422754389467,7427.038492277265
158510,-81.3175183333,-4.56553,2020-04-15,ais,9144.1579791751,9341.864442020655
158530,-81.3233833333,-4.6446616667,2020-02-26,ais,8497.541049325722,594.4433912299573
158531,-81.3257866667,-4.6472533333,2020-04-08,ais,8231.110283690447,307.8406055383384
158557,-81.315195,-4.5760616667,2020-01-03,ais,9402.38621641812,8177.8203596603125
158562,-81.3151466667,-4.5829866667,2020-10-03,ais,9408.08372714353,7412.341634619981
158566,-81.3895816667,-4.6415883333,2020-05-17,ais,1155.0244170501246,930.4700025711209
158575,-81.32536,-4.5855733333,2020-03-12,ais,8275.317167933157,7125.908359095454
158576,-81.3248,-4.6465066667,2020-01-20,ais,8340.506885252835,390.42679584026337
158584,-81.3252266667,-4.6450933333,2020-03-28,ais,8293.111977047636,546.6336474269629
158607,-81.3154133333,-4.5756116667,2020-01-09,ais,9378.14590519655,8227.552175307646
158613,-81.3123166667,-4.620675,2020-11-23,ais,9723.818349452282,3246.4549793563783
158628,-81.3235516667,-4.64709,2020-02-22,ais,8478.993341009074,326.0091291498393
158629,-81.3264266667,-4.6447733333,2020-03-26,ais,8159.999227434921,581.9448659364134
158630,-81.3261866667,-4.6471733333,2020-04-10,ais,8186.740862469422,316.6632830798626
158631,-81.3254083333,-4.64721,2020-04-19,ais,8273.07030487631,312.6499502044171
158654,-81.3204,-4.5705333333,2020-04-24,ais,8824.752701529826,8788.660315496847
158659,-81.39752,-4.5986933333,2020-05-07,ais,271.89381919585867,5671.589233746752
158660,-81.3217833333,-4.5784,2020-09-18,ais,8671.695683221915,7919.019586129114
158681,-81.3259466667,-4.6470666667,2020-04-07,ais,8213.354636563512,328.46638764999807
158682,-81.3254233333,-4.64721,2020-04-17,ais,8271.406604534946,312.64918462745845
158692,-81.3176266667,-4.5741333333,2020-01-17,ais,9132.561042700429,8390.857170516625
158721,-81.3310666667,-4.6408,2020-04-27,ais,7645.153894591902,1020.9146400131285
158740,-81.3269333333,-4.5800266667,2020-11-06,ais,8100.518886338279,7738.951474953443
158761,-81.33464,-4.6370133333,2020-04-10,ais,7248.621913008799,1439.303378770128
158763,-81.3257333333,-4.6470933333,2020-04-05,ais,8237.017523437331,325.5295875929296
158781,-81.3209866667,-4.6106933333,2020-11-14,ais,8761.667079904815,4349.389862895012
158784,-81.31488,-4.5830666667,2020-09-30,ais,9437.667137989134,7403.511525932699
158792,-81.3099466667,-4.5624533333,2020-04-24,ais,9983.90541893075,9682.321202024817
158818,-81.3152883333,-4.5760216667,2020-01-01,ais,9392.031345769938,8182.237366041169
158825,-81.3217866667,-4.57832,2020-09-20,ais,8671.321964757692,7927.862528445199
158828,-81.3105066667,-4.6062666667,2020-01-20,ais,9923.884487815318,4839.223332384601
158863,-81.3146933333,-4.58312,2020-10-04,ais,9458.37539299822,7397.6252173520625
158871,-81.3173333333,-4.5641333333,2020-08-24,ais,9164.611222480773,9496.25929955393
158931,-81.3209866667,-4.61072,2020-11-07,ais,8761.668407389778,4346.442154085264
158932,-81.31424,-4.5834933333,2020-09-25,ais,9508.678654162388,7356.379460839555
158934,-81.31112,-4.5613333333,2020-04-13,ais,9853.698397513537,9806.068419147283
158962,-81.3208533333,-4.6106133333,2020-11-20,ais,8776.452305661747,4358.2396369781345
158964,-81.31112,-4.56144,2020-04-17,ais,9853.70348927693,9794.277622291818
158966,-81.3215333333,-4.57445,2020-09-04,ais,8699.23117450223,8355.660440512002
158984,-81.3258666667,-4.6471733333,2020-04-11,ais,8222.23314043117,316.67964593693614
158999,-81.3120116667,-4.609385,2020-04-07,ais,9757.10132224363,4494.453562805429
159003,-81.3113066667,-4.56168,2020-04-14,ais,9833.008671504445,9767.739392433316
159009,-81.31184,-4.56952,2020-06-18,ais,9774.223355397931,8901.090347411111
159043,-81.3237333333,-4.5845066667,2020-03-10,ais,8455.698528746027,7243.898215921596
159047,-81.32784,-4.6465866667,2020-01-19,ais,8003.334017071873,381.4281007349491
159056,-81.3253733333,-4.64721,2020-04-16,ais,8276.952272334194,312.65173641592264
159086,-81.3227166667,-4.5746666667,2020-08-27,ais,8567.981143104087,8331.65149605088
159101,-81.3297333333,-4.64736,2020-03-19,ais,7793.377668279863,295.8468740731478
